clade_name	mean_clr_M	mean_clr_S	diff_S_minus_M	cohens_d	prev_M	prev_S	p_perm	q_fdr
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962	-0.414715	0.339312	0.754027	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_merdae	-0.949833	0.777136	1.726968	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pectinovora	-0.859486	0.703216	1.562702	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eshraghiella|s__Eshraghiella_crossota	-0.823776	0.673998	1.497774	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437	-0.758144	0.620300	1.378444	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB13283|s__GGB13283_SGB4948	-0.731599	0.598581	1.330180	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1663|s__GGB1663_SGB2279	-0.723139	0.591659	1.314797	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9628|s__GGB9628_SGB15082	-0.712507	0.582961	1.295468	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15095	-0.710303	0.581157	1.291461	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4419	-0.697541	0.570716	1.268257	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AM53_6	-0.695208	0.568807	1.264015	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1538|s__GGB1538_SGB2121	-0.692684	0.566741	1.259425	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9737|s__GGB9737_SGB15309	-0.690263	0.564761	1.255024	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__CFGB594|o__OFGB594|f__FGB594|g__GGB1347|s__GGB1347_SGB1805	-0.676797	0.553743	1.230539	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189|s__GGB3189_SGB4212	-0.675245	0.552473	1.227718	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256	-0.656853	0.537425	1.194278	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB53806	-0.651949	0.533413	1.185362	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB38239|s__GGB38239_SGB47716	-0.646778	0.529182	1.175959	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958|s__GGB2958_SGB3940	-0.645434	0.528082	1.173516	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB52084|s__GGB52084_SGB72786	-0.637652	0.521715	1.159367	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15252	-0.627092	0.513075	1.140167	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB94728|o__OFGB94728|f__FGB94728|g__GGB9297|s__GGB9297_SGB14255	-0.612720	0.501316	1.114036	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB88377|o__OFGB88377|f__FGB88377|g__GGB3132|s__GGB3132_SGB4145	-0.606648	0.496349	1.102997	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623|g__GGB9525|s__GGB9525_SGB14925	-0.603997	0.494180	1.098177	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_SGB1950	-0.597398	0.488780	1.086178	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4600|s__GGB4600_SGB6363	-0.574535	0.470074	1.044608	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_lenta	-0.561329	0.459270	1.020599	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix_SGB4886	-0.553722	0.453045	1.006767	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9537|s__GGB9537_SGB14940	-0.541289	0.442873	0.984162	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15064	-0.529708	0.433397	0.963105	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233	-0.483074	0.395242	0.878316	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB49418|s__GGB49418_SGB69331	-0.481456	0.393918	0.875374	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3060|s__GGB3060_SGB4062	-0.470872	0.385259	0.856131	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15086	-0.468371	0.383213	0.851585	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2969|s__GGB2969_SGB3951	-0.467073	0.382150	0.849223	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB2997|o__OFGB2997|f__FGB2997|g__GGB9444|s__GGB9444_SGB14834	-0.465740	0.381060	0.846799	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM14_6A	-0.377507	0.308869	0.686376	0.404520	0	1	1.00000000	1.00000000
