clade_name	mean_clr_M	mean_clr_S	diff_S_minus_M	cohens_d	prev_M	prev_S	p_perm	q_fdr
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Intestinibacillus|s__Intestinibacillus_sp_Marseille_P6563	0.512697	-0.419479	-0.932176	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9358|s__GGB9358_SGB14334	-0.743471	0.608294	1.351765	0.347263	1	2	0.48375812	0.82344045
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	1.073584	-0.878387	-1.951970	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_phoceensis	-1.021042	0.835398	1.856439	0.257084	2	4	0.54072964	0.88947753
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874	-0.344937	0.282221	0.627157	0.118091	1	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330|f__FGB79330|g__GGB3005|s__GGB3005_SGB3996	0.423886	-0.346816	-0.770702	-0.188490	1	1	0.74862569	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	0.549452	-0.449552	-0.999004	-0.174952	2	2	0.65617191	1.00000000
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	0.186107	-0.152269	-0.338376	-0.060855	2	2	0.86106947	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	-3.855885	3.154815	7.010700	1.082966	2	8	0.02848576	0.55900621
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858	0.845239	-0.691559	-1.536799	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363|s__GGB3363_SGB4447	0.852185	-0.697243	-1.549428	-0.306526	2	1	0.57271364	0.91864497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus	0.258776	-0.211726	-0.470502	-0.089611	2	2	0.86406797	1.00000000
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	-0.064362	0.052660	0.117023	0.018829	3	4	0.97351324	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	0.780073	-0.638241	-1.418314	-0.312682	2	1	0.56971514	0.91787440
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Clostridium_innocuum	-1.534897	1.255825	2.790722	0.458081	3	6	0.30134933	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	-1.020526	0.834976	1.855501	0.371755	1	3	0.52873563	0.87711864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp_LFL_21	-0.413957	0.338692	0.752650	0.166246	1	2	0.85657171	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6833	0.208928	-0.170941	-0.379869	-0.105607	1	1	0.74712644	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	-0.456900	0.373827	0.830726	0.139257	2	3	0.81459270	1.00000000
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19827	0.150070	-0.122784	-0.272854	-0.072729	1	1	0.74712644	1.00000000
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348	0.120951	-0.098960	-0.219910	-0.059248	1	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17168	-0.181768	0.148720	0.330488	0.090691	1	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Luoshenia|s__Luoshenia_tenuis	1.448666	-1.185272	-2.633939	-0.753955	2	0	0.19140430	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3567|s__GGB3567_SGB4773	0.673761	-0.551259	-1.225020	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12786|s__GGB12786_SGB19828	0.671221	-0.549181	-1.220401	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	1.234337	-1.009912	-2.244249	-0.753776	2	0	0.19140430	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB55957|s__GGB55957_SGB77276	-2.481306	2.030159	4.511466	0.940852	1	6	0.06546727	0.65356152
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_346	0.788577	-0.645199	-1.433777	-0.362052	2	1	0.44677661	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0.066774	-0.054633	-0.121407	-0.035802	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_sp_UMB5615A	-0.957020	0.783016	1.740036	0.403345	1	3	0.43678161	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_ramosa	-0.832881	0.681448	1.514330	0.255777	2	3	0.56671664	0.91492604
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae|g__Candidatus_Nanosynbacter|s__Candidatus_Nanosynbacter_lyticus	0.609919	-0.499025	-1.108944	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.132219	-0.108179	-0.240399	-0.052804	2	2	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	-0.010334	0.008455	0.018790	0.005433	1	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis	0.475667	-0.389182	-0.864849	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12761|s__GGB12761_SGB19791	0.428021	-0.350199	-0.778219	-0.500000	1	0	0.46726637	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB9524|s__GGB9524_SGB14923	1.065887	-0.872089	-1.937976	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	1.044043	-0.854217	-1.898260	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	-2.549479	2.085937	4.635417	0.695321	2	6	0.15492254	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15103	0.533824	-0.436765	-0.970589	-0.226073	1	1	0.73263368	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0.568709	-0.465308	-1.034017	-0.254435	1	1	0.73963018	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9667|s__GGB9667_SGB15164	0.399066	-0.326508	-0.725574	-0.177572	1	1	0.73263368	1.00000000
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB143476|s__GGB143476_SGB6032	0.914918	-0.748569	-1.663487	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris	-0.329472	0.269568	0.599040	0.120410	1	2	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	0.256667	-0.210000	-0.466667	-0.107559	1	1	0.74062969	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_SGB4673	0.199254	-0.163026	-0.362280	-0.082533	1	1	0.72613693	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0.259259	-0.212121	-0.471379	-0.074481	2	2	0.93003498	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Emergencia|s__Emergencia_timonensis	1.358027	-1.111113	-2.469139	-0.728789	2	0	0.17441279	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15236	1.323027	-1.082476	-2.405503	-0.385229	3	2	0.40929535	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	1.605951	-1.313960	-2.919910	-0.754884	2	0	0.18790605	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4683|s__GGB4683_SGB6473	1.915284	-1.567050	-3.482334	-0.748407	2	0	0.17441279	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9502|s__GGB9502_SGB14899	0.323391	-0.264593	-0.587984	-0.104022	3	3	0.82208896	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata	0.482894	-0.395095	-0.877990	-0.257178	1	1	0.73963018	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_faecis	0.831063	-0.679961	-1.511024	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	-0.311314	0.254711	0.566025	0.123485	1	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15356	0.398642	-0.326161	-0.724803	-0.126838	2	2	0.72313843	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	-2.025356	1.657109	3.682465	0.629686	2	6	0.18540730	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa	1.379386	-1.128589	-2.507975	-0.741904	2	0	0.18790605	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus	-0.544630	0.445606	0.990236	0.181734	2	3	0.72763618	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_bouchesdurhonensis	0.317000	-0.259363	-0.576363	-0.163362	1	1	0.72613693	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB2919|o__OFGB2919|f__FGB2919|g__GGB9241|s__GGB9241_SGB14183	0.774897	-0.634007	-1.408904	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia|s__Harryflintia_acetispora	-0.013402	0.010965	0.024367	0.006633	1	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fumia|s__Fumia_xinanensis	0.982353	-0.803743	-1.786097	-0.421151	2	1	0.34382809	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AM75_20pH9TA	0.761013	-0.622647	-1.383660	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	2.069072	-1.692877	-3.761949	-0.983772	3	0	0.06846577	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42637|s__GGB42637_SGB59834	0.198438	-0.162358	-0.360796	-0.096383	1	1	0.73313343	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	-2.239090	1.831982	4.071072	0.663728	2	6	0.15842079	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	1.919492	-1.570494	-3.489986	-0.589790	4	2	0.21889055	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB72747	0.755652	-0.618261	-1.373913	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_hominis	0.752332	-0.615544	-1.367876	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Puniceicoccales|f__Puniceicoccaceae|g__Puniceicoccaceae_unclassified|s__Puniceicoccaceae_unclassified_SGB8769	0.750204	-0.613803	-1.364008	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Brotocaccenecus|s__Brotocaccenecus_cirricatena	0.638980	-0.522802	-1.161782	-0.157777	3	3	0.76611694	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_TF08_3AC	0.667488	-0.546127	-1.213615	-0.261663	2	1	0.70714643	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptacetobacter|s__Peptacetobacter_hiranonis	0.735707	-0.601942	-1.337649	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_massiliensis_ex_Liu_et_al_2021	1.210451	-0.990369	-2.200820	-0.735379	2	0	0.17441279	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_SGB15019	1.648763	-1.348988	-2.997751	-0.553902	3	1	0.28685657	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB36267|s__GGB36267_SGB14177	1.002342	-0.820098	-1.822440	-0.468469	2	1	0.34182909	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB32376|s__GGB32376_SGB53512	0.712480	-0.582938	-1.295418	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB1331|s__GGB1331_SGB1788	0.216978	-0.177528	-0.394506	-0.115728	1	1	0.73313343	1.00000000
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB208456	0.708947	-0.580047	-1.288994	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB72916	0.234238	-0.191650	-0.425888	-0.080712	2	2	0.87356322	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa	0.818192	-0.669429	-1.487621	-0.319141	2	1	0.54722639	0.89452664
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727	0.795049	-0.650495	-1.445544	-0.316535	2	1	0.54072964	0.88947753
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261|s__GGB9261_SGB14209	0.685988	-0.561263	-1.247251	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45648|s__GGB45648_SGB63362	-0.350718	0.286951	0.637669	0.160732	1	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	0.667697	-0.546298	-1.213995	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli	-0.768052	0.628406	1.396458	0.342450	1	3	0.53073463	0.87857340
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.652135	-0.533565	-1.185700	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790|s__GGB9790_SGB15413	1.435558	-1.174547	-2.610105	-0.751774	2	0	0.19390305	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis	0.194826	-0.159403	-0.354228	-0.115209	1	1	0.72613693	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_sichuanensis	0.623555	-0.510181	-1.133737	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis	1.080978	-0.884437	-1.965415	-0.745733	2	0	0.17441279	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798	1.296965	-1.061153	-2.358119	-0.536408	3	1	0.30234883	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_hominis	0.737802	-0.603656	-1.341458	-0.335530	2	1	0.43378311	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella_ex_Durand_et_al_2017|s__Bittarella_massiliensis_ex_Durand_et_al_2017	0.777932	-0.636490	-1.414422	-0.362345	2	1	0.43778111	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC	-0.581218	0.475542	1.056759	0.277892	1	2	0.69715142	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Cuneatibacter|s__Cuneatibacter_caecimuris	-0.762325	0.623720	1.386045	0.316869	1	2	0.59620190	0.94499208
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia|s__Youxingia_wuxianensis	0.496945	-0.406591	-0.903536	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Qiania|s__Qiania_dongpingensis	0.408580	-0.334293	-0.742873	-0.500000	1	0	0.43828086	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42638|s__GGB42638_SGB59835	0.480300	-0.392973	-0.873273	-0.231605	2	1	0.68965517	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	0.272033	-0.222572	-0.494605	-0.086322	1	1	0.74662669	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brasiliensis	1.116699	-0.913663	-2.030362	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	1.011593	-0.827667	-1.839261	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278|s__GGB3278_SGB4328	0.941094	-0.769986	-1.711079	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_catenula	0.135674	-0.111006	-0.246679	-0.054331	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_SGB14990	1.702689	-1.393109	-3.095799	-0.572640	3	1	0.29185407	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093	0.957463	-0.783379	-1.740842	-0.371988	2	1	0.35232384	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3626|s__GGB3626_SGB4905	0.212382	-0.173767	-0.386150	-0.106497	1	1	0.75112444	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	0.746353	-0.610653	-1.357006	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF27_8pH9A	-0.654906	0.535832	1.190738	0.238434	1	2	0.71164418	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	-0.559749	0.457977	1.017726	0.214005	1	2	0.85757121	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491|g__GGB9491|s__GGB9491_SGB14888	0.601042	-0.491762	-1.092804	-0.207036	3	3	0.63068466	0.98371730
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_nakazawae	-0.552957	0.452419	1.005376	0.214078	1	2	0.86156922	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4119	-0.622041	0.508943	1.130984	0.236600	1	2	0.66916542	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF32_12BH	-0.566008	0.463097	1.029105	0.171454	3	4	0.66816592	1.00000000
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281	0.679730	-0.556143	-1.235873	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759|s__GGB9759_SGB15370	0.228572	-0.187013	-0.415585	-0.082666	2	2	0.86456772	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.047938	-0.039222	-0.087160	-0.024197	1	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3	0.067438	-0.055176	-0.122614	-0.036551	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB88649|o__OFGB88649|f__FGB88649|g__GGB3491|s__GGB3491_SGB4665	0.609064	-0.498325	-1.107390	-0.500000	1	0	0.45177411	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	1.423771	-1.164904	-2.588675	-0.742421	2	0	0.18640680	0.81449914
